CINDA BACKUP   BCK00220240426 169407  72453
     69) Area:2 Z=7   N-AMM     bl:8     ln:9    
     70) Area:2 Z=7   N-CMP     bl:2     ln:7    
     71) Area:2 Z=8   O-0       bl:61    ln:175  
     72) Area:2 Z=8   O-13      bl:1     ln:2    
     73) Area:2 Z=8   O-14      bl:12    ln:22   
     74) Area:2 Z=8   O-15      bl:7     ln:12   
     75) Area:2 Z=8   O-16      bl:882   ln:2245 
     76) Area:2 Z=8   O-17      bl:57    ln:153  
     77) Area:2 Z=8   O-18      bl:142   ln:361  
     78) Area:2 Z=8   O-19      bl:2     ln:3    
     79) Area:2 Z=8   O-20      bl:7     ln:14   
     80) Area:2 Z=8   O-21      bl:2     ln:3    
     81) Area:2 Z=8   O-22      bl:5     ln:10   
     82) Area:2 Z=8   O-23      bl:1     ln:2    
     83) Area:2 Z=8   O-24      bl:1     ln:2    
     84) Area:2 Z=8   O-CMP     bl:1     ln:2    
     85) Area:2 Z=9   F-17      bl:2     ln:4    
     86) Area:2 Z=9   F-18      bl:13    ln:36   
     87) Area:2 Z=9   F-19      bl:428   ln:1013 
     88) Area:2 Z=9   F-20      bl:4     ln:8    
     89) Area:2 Z=9   F-23      bl:1     ln:3    
     90) Area:2 Z=9   F-25      bl:1     ln:4    
     91) Area:2 Z=9   F-CMP     bl:2     ln:11   
     92) Area:2 Z=10  NE-0      bl:39    ln:94   
     93) Area:2 Z=10  NE-17     bl:7     ln:22   
     94) Area:2 Z=10  NE-18     bl:3     ln:6    
     95) Area:2 Z=10  NE-19     bl:5     ln:10   
     96) Area:2 Z=10  NE-20     bl:141   ln:362  
     97) Area:2 Z=10  NE-21     bl:22    ln:85   
     98) Area:2 Z=10  NE-22     bl:77    ln:209  
     99) Area:2 Z=10  NE-23     bl:1     ln:5    
    100) Area:2 Z=10  NE-24     bl:1     ln:2    
    101) Area:2 Z=10  NE-28     bl:1     ln:2    
    102) Area:2 Z=10  NE-29     bl:2     ln:4    
    103) Area:2 Z=10  NE-30     bl:1     ln:2    
    104) Area:2 Z=11  NA-20     bl:1     ln:2    
    105) Area:2 Z=11  NA-21     bl:2     ln:4    
    106) Area:2 Z=11  NA-22     bl:23    ln:28   
    107) Area:2 Z=11  NA-23     bl:468   ln:1114 
    108) Area:2 Z=11  NA-24     bl:12    ln:27   
    109) Area:2 Z=11  NA-CMP    bl:9     ln:14   
    110) Area:2 Z=12  MG-0      bl:156   ln:439  
    111) Area:2 Z=12  MG-23     bl:1     ln:1    
    112) Area:2 Z=12  MG-24     bl:365   ln:920  
    113) Area:2 Z=12  MG-25     bl:112   ln:273  
    114) Area:2 Z=12  MG-26     bl:151   ln:354  
    115) Area:2 Z=12  MG-27     bl:4     ln:10   
    116) Area:2 Z=12  MG-28     bl:2     ln:4    
    117) Area:2 Z=12  MG-29     bl:2     ln:4    
    118) Area:2 Z=12  MG-30     bl:2     ln:4    
    119) Area:2 Z=12  MG-31     bl:2     ln:4    
    120) Area:2 Z=12  MG-32     bl:3     ln:6    
    121) Area:2 Z=12  MG-33     bl:2     ln:4    
    122) Area:2 Z=12  MG-34     bl:3     ln:6    
    123) Area:2 Z=12  MG-35     bl:2     ln:4    
    124) Area:2 Z=12  MG-36     bl:3     ln:6    
    125) Area:2 Z=12  MG-37     bl:2     ln:4    
    126) Area:2 Z=12  MG-38     bl:2     ln:4    
    127) Area:2 Z=12  MG-CMP    bl:8     ln:11   
    128) Area:2 Z=13  AL-23     bl:5     ln:10   
    129) Area:2 Z=13  AL-25     bl:4     ln:8    
    130) Area:2 Z=13  AL-26     bl:36    ln:76   
    131) Area:2 Z=13  AL-26-M1  bl:1     ln:2    
    132) Area:2 Z=13  AL-27     bl:1418  ln:3728 
    133) Area:2 Z=13  AL-28     bl:5     ln:11   
    134) Area:2 Z=13  AL-CMP    bl:7     ln:13   
    135) Area:2 Z=13  AL-OXI    bl:4     ln:15   
    136) Area:2 Z=14  SI-0      bl:308   ln:841  
    137) Area:2 Z=14  SI-26     bl:2     ln:4    
    138) Area:2 Z=14  SI-27     bl:1     ln:1    
    139) Area:2 Z=14  SI-28     bl:647   ln:1808 
    140) Area:2 Z=14  SI-29     bl:127   ln:293  
    141) Area:2 Z=14  SI-30     bl:176   ln:396  
    142) Area:2 Z=14  SI-31     bl:5     ln:7    
    143) Area:2 Z=14  SI-32     bl:2     ln:2    
    144) Area:2 Z=14  SI-CMP    bl:2     ln:2    
    145) Area:2 Z=14  SI-OXI    bl:23    ln:54   
    146) Area:2 Z=15  P-29      bl:2     ln:2    
    147) Area:2 Z=15  P-30      bl:3     ln:5    
    148) Area:2 Z=15  P-31      bl:293   ln:678  
    149) Area:2 Z=15  P-32      bl:8     ln:10   
    150) Area:2 Z=15  P-CMP     bl:2     ln:4    
    151) Area:2 Z=16  S-0       bl:129   ln:349  
    152) Area:2 Z=16  S-28      bl:1     ln:2    
    153) Area:2 Z=16  S-30      bl:1     ln:2    
    154) Area:2 Z=16  S-32      bl:314   ln:809  
    155) Area:2 Z=16  S-33      bl:62    ln:127  
    156) Area:2 Z=16  S-34      bl:75    ln:147  
    157) Area:2 Z=16  S-35      bl:2     ln:2    
    158) Area:2 Z=16  S-36      bl:23    ln:51   
    159) Area:2 Z=16  S-37      bl:1     ln:1    
    160) Area:2 Z=16  S-38      bl:1     ln:1    
    161) Area:2 Z=16  S-39      bl:1     ln:1    
    162) Area:2 Z=16  S-40      bl:1     ln:1    
    163) Area:2 Z=16  S-41      bl:1     ln:1    
    164) Area:2 Z=16  S-42      bl:1     ln:1    
    165) Area:2 Z=16  S-43      bl:1     ln:1    
    166) Area:2 Z=16  S-44      bl:1     ln:1    
    167) Area:2 Z=16  S-45      bl:1     ln:1    
    168) Area:2 Z=16  S-CMP     bl:1     ln:2    
    169) Area:2 Z=17  CL-0      bl:87    ln:214  
    170) Area:2 Z=17  CL-34     bl:1     ln:1    
    171) Area:2 Z=17  CL-35     bl:109   ln:229  
    172) Area:2 Z=17  CL-36     bl:30    ln:83   
    173) Area:2 Z=17  CL-37     bl:74    ln:178  
    174) Area:2 Z=17  CL-38     bl:1     ln:2    
    175) Area:2 Z=17  CL-CMP    bl:11    ln:20   
    176) Area:2 Z=18  AR-0      bl:32    ln:80   
    177) Area:2 Z=18  AR-36     bl:38    ln:66   
    178) Area:2 Z=18  AR-37     bl:24    ln:58   
    179) Area:2 Z=18  AR-38     bl:31    ln:56   
    180) Area:2 Z=18  AR-39     bl:6     ln:12   
    181) Area:2 Z=18  AR-40     bl:98    ln:196  
    182) Area:2 Z=18  AR-41     bl:3     ln:3    
    183) Area:2 Z=18  AR-44     bl:1     ln:2    
    184) Area:2 Z=18  AR-46     bl:1     ln:5    
    185) Area:2 Z=19  K-0       bl:56    ln:116  
    186) Area:2 Z=19  K-39      bl:109   ln:247  
    187) Area:2 Z=19  K-40      bl:41    ln:92   
    188) Area:2 Z=19  K-41      bl:114   ln:234  
    189) Area:2 Z=19  K-42      bl:2     ln:2    
    190) Area:2 Z=19  K-CMP     bl:10    ln:15   
    191) Area:2 Z=20  CA-0      bl:138   ln:345  
    192) Area:2 Z=20  CA-40     bl:412   ln:983  
    193) Area:2 Z=20  CA-41     bl:35    ln:75   
    194) Area:2 Z=20  CA-42     bl:70    ln:145  
    195) Area:2 Z=20  CA-43     bl:54    ln:95   
    196) Area:2 Z=20  CA-44     bl:146   ln:314  
    197) Area:2 Z=20  CA-45     bl:11    ln:15   
    198) Area:2 Z=20  CA-46     bl:39    ln:86   
    199) Area:2 Z=20  CA-48     bl:125   ln:286  
    200) Area:2 Z=20  CA-CMP    bl:11    ln:20   
    201) Area:2 Z=21  SC-43     bl:1     ln:2    
    202) Area:2 Z=21  SC-44     bl:3     ln:6    
    203) Area:2 Z=21  SC-45     bl:246   ln:519  
    204) Area:2 Z=21  SC-46     bl:7     ln:13   
    205) Area:2 Z=21  SC-48     bl:1     ln:1    
    206) Area:2 Z=21  SC-51     bl:3     ln:3    
    207) Area:2 Z=21  SC-55     bl:2     ln:5    
    208) Area:2 Z=22  TI-0      bl:257   ln:669  
    209) Area:2 Z=22  TI-42     bl:1     ln:1    
    210) Area:2 Z=22  TI-44     bl:1     ln:3    
    211) Area:2 Z=22  TI-45     bl:1     ln:2    
    212) Area:2 Z=22  TI-46     bl:185   ln:452  
    213) Area:2 Z=22  TI-47     bl:154   ln:393  
    214) Area:2 Z=22  TI-48     bl:242   ln:582  
    215) Area:2 Z=22  TI-49     bl:74    ln:161  
    216) Area:2 Z=22  TI-50     bl:162   ln:391  
    217) Area:2 Z=22  TI-51     bl:4     ln:5    
    218) Area:2 Z=22  TI-CMP    bl:9     ln:12   
    219) Area:2 Z=22  TI-HYD    bl:1     ln:2    
    220) Area:2 Z=23  V-0       bl:54    ln:178  
    221) Area:2 Z=23  V-49      bl:1     ln:1    
    222) Area:2 Z=23  V-50      bl:25    ln:48   
    223) Area:2 Z=23  V-51      bl:489   ln:1246 
    224) Area:2 Z=23  V-52      bl:6     ln:10   
    225) Area:2 Z=23  V-63      bl:1     ln:2    
    226) Area:2 Z=23  V-CMP     bl:13    ln:18   
    227) Area:2 Z=24  CR-0      bl:293   ln:755  
    228) Area:2 Z=24  CR-49     bl:1     ln:1    
    229) Area:2 Z=24  CR-50     bl:252   ln:579  
    230) Area:2 Z=24  CR-51     bl:12    ln:21   
    231) Area:2 Z=24  CR-52     bl:308   ln:730  
    232) Area:2 Z=24  CR-53     bl:156   ln:402  
    233) Area:2 Z=24  CR-54     bl:125   ln:287  
    234) Area:2 Z=24  CR-55     bl:6     ln:10   
    235) Area:2 Z=24  CR-CMP    bl:14    ln:16   
    236) Area:2 Z=24  CR-OXI    bl:1     ln:2    
    237) Area:2 Z=25  MN-51     bl:1     ln:1    
    238) Area:2 Z=25  MN-52     bl:1     ln:2    
    239) Area:2 Z=25  MN-53     bl:5     ln:12   
    240) Area:2 Z=25  MN-54     bl:3     ln:4    
    241) Area:2 Z=25  MN-55     bl:502   ln:1167 
    242) Area:2 Z=25  MN-56     bl:13    ln:25   
    243) Area:2 Z=25  MN-66     bl:1     ln:2    
    244) Area:2 Z=25  MN-67     bl:1     ln:2    
    245) Area:2 Z=25  MN-CMP    bl:28    ln:30   
    246) Area:2 Z=26  FE-0      bl:642   ln:1658 
    247) Area:2 Z=26  FE-49     bl:2     ln:4    
    248) Area:2 Z=26  FE-52     bl:1     ln:1    
    249) Area:2 Z=26  FE-54     bl:447   ln:1058 
    250) Area:2 Z=26  FE-55     bl:14    ln:28   
    251) Area:2 Z=26  FE-56     bl:710   ln:1789 
    252) Area:2 Z=26  FE-57     bl:158   ln:397  
    253) Area:2 Z=26  FE-58     bl:145   ln:342  
    254) Area:2 Z=26  FE-59     bl:9     ln:15   
    255) Area:2 Z=26  FE-60     bl:2     ln:8    
    256) Area:2 Z=26  FE-67     bl:1     ln:2    
    257) Area:2 Z=26  FE-68     bl:2     ln:4    
    258) Area:2 Z=26  FE-CMP    bl:46    ln:57   
    259) Area:2 Z=27  CO-55     bl:2     ln:2    
    260) Area:2 Z=27  CO-56     bl:1     ln:1    
    261) Area:2 Z=27  CO-57     bl:3     ln:4    
    262) Area:2 Z=27  CO-58     bl:37    ln:46   
    263) Area:2 Z=27  CO-58-M1  bl:2     ln:2    
    264) Area:2 Z=27  CO-59     bl:796   ln:1939 
    265) Area:2 Z=27  CO-60     bl:22    ln:38   
    266) Area:2 Z=27  CO-68     bl:3     ln:6    
    267) Area:2 Z=27  CO-69     bl:4     ln:8    
    268) Area:2 Z=27  CO-70     bl:2     ln:4    
    269) Area:2 Z=27  CO-71     bl:2     ln:4    
    270) Area:2 Z=27  CO-CMP    bl:7     ln:10   
    271) Area:2 Z=27  CO-OXI    bl:1     ln:3    
    272) Area:2 Z=28  NI-0      bl:515   ln:1305 
    273) Area:2 Z=28  NI-56     bl:6     ln:11   
    274) Area:2 Z=28  NI-57     bl:1     ln:2    
    275) Area:2 Z=28  NI-58     bl:834   ln:2058 
    276) Area:2 Z=28  NI-59     bl:36    ln:78   
    277) Area:2 Z=28  NI-60     bl:444   ln:1001 
    278) Area:2 Z=28  NI-61     bl:169   ln:401  
    279) Area:2 Z=28  NI-62     bl:237   ln:565  
    280) Area:2 Z=28  NI-63     bl:27    ln:54   
    281) Area:2 Z=28  NI-64     bl:223   ln:520  
    282) Area:2 Z=28  NI-65     bl:10    ln:18   
    283) Area:2 Z=28  NI-66     bl:1     ln:3    
    284) Area:2 Z=28  NI-68     bl:1     ln:3    
    285) Area:2 Z=28  NI-70     bl:3     ln:6    
    286) Area:2 Z=28  NI-72     bl:3     ln:6    
    287) Area:2 Z=28  NI-73     bl:2     ln:4    
    288) Area:2 Z=28  NI-74     bl:6     ln:12   
    289) Area:2 Z=28  NI-CMP    bl:8     ln:9    
    290) Area:2 Z=28  NI-OXI    bl:1     ln:2    
    291) Area:2 Z=29  CU-0      bl:563   ln:1488 
    292) Area:2 Z=29  CU-59     bl:2     ln:3    
    293) Area:2 Z=29  CU-61     bl:1     ln:1    
    294) Area:2 Z=29  CU-63     bl:428   ln:986  
    295) Area:2 Z=29  CU-64     bl:10    ln:16   
    296) Area:2 Z=29  CU-65     bl:312   ln:747  
    297) Area:2 Z=29  CU-66     bl:5     ln:9    
    298) Area:2 Z=29  CU-74     bl:3     ln:6    
    299) Area:2 Z=29  CU-75     bl:3     ln:6    
    300) Area:2 Z=29  CU-77     bl:1     ln:2    
    301) Area:2 Z=29  CU-78     bl:1     ln:2    
    302) Area:2 Z=29  CU-79     bl:1     ln:2    
    303) Area:2 Z=29  CU-CMP    bl:9     ln:10   
    304) Area:2 Z=30  ZN-0      bl:174   ln:472  
    305) Area:2 Z=30  ZN-60     bl:1     ln:1    
    306) Area:2 Z=30  ZN-64     bl:296   ln:753  
    307) Area:2 Z=30  ZN-65     bl:13    ln:22   
    308) Area:2 Z=30  ZN-66     bl:134   ln:313  
    309) Area:2 Z=30  ZN-67     bl:77    ln:173  
    310) Area:2 Z=30  ZN-68     bl:154   ln:352  
    311) Area:2 Z=30  ZN-69     bl:3     ln:4    
    312) Area:2 Z=30  ZN-70     bl:48    ln:108  
    313) Area:2 Z=30  ZN-71     bl:1     ln:2    
    314) Area:2 Z=30  ZN-72     bl:3     ln:5    
    315) Area:2 Z=30  ZN-75     bl:2     ln:4    
    316) Area:2 Z=30  ZN-76     bl:3     ln:6    
    317) Area:2 Z=30  ZN-78     bl:2     ln:5    
    318) Area:2 Z=30  ZN-79     bl:2     ln:4    
    319) Area:2 Z=30  ZN-80     bl:3     ln:6    
    320) Area:2 Z=30  ZN-CMP    bl:3     ln:5    
    321) Area:2 Z=31  GA-0      bl:76    ln:164  
    322) Area:2 Z=31  GA-64     bl:1     ln:1    
    323) Area:2 Z=31  GA-67     bl:1     ln:1    
    324) Area:2 Z=31  GA-68     bl:1     ln:1    
    325) Area:2 Z=31  GA-69     bl:96    ln:229  
    326) Area:2 Z=31  GA-70     bl:3     ln:4    
    327) Area:2 Z=31  GA-71     bl:100   ln:248  
    328) Area:2 Z=31  GA-72     bl:4     ln:6    
    329) Area:2 Z=31  GA-80     bl:2     ln:4    
    330) Area:2 Z=31  GA-81     bl:3     ln:6    
    331) Area:2 Z=31  GA-82     bl:2     ln:4    
    332) Area:2 Z=31  GA-CMP    bl:1     ln:2    
    333) Area:2 Z=32  GE-0      bl:48    ln:115  
    334) Area:2 Z=32  GE-70     bl:101   ln:197  
    335) Area:2 Z=32  GE-71     bl:2     ln:2    
    336) Area:2 Z=32  GE-72     bl:93    ln:185  
    337) Area:2 Z=32  GE-73     bl:65    ln:119  
    338) Area:2 Z=32  GE-74     bl:123   ln:252  
    339) Area:2 Z=32  GE-75     bl:6     ln:10   
    340) Area:2 Z=32  GE-76     bl:120   ln:261  
    341) Area:2 Z=32  GE-77     bl:6     ln:9    
    342) Area:2 Z=32  GE-CMP    bl:1     ln:1    
    343) Area:2 Z=33  AS-75     bl:289   ln:648  
    344) Area:2 Z=33  AS-76     bl:3     ln:4    
    345) Area:2 Z=33  AS-77     bl:3     ln:5    
    346) Area:2 Z=33  AS-78     bl:1     ln:2    
    347) Area:2 Z=33  AS-CMP    bl:2     ln:4    
    348) Area:2 Z=33  AS-OXI    bl:1     ln:2    
    349) Area:2 Z=34  SE-0      bl:54    ln:128  
    350) Area:2 Z=34  SE-73     bl:3     ln:5    
    351) Area:2 Z=34  SE-74     bl:86    ln:201  
    352) Area:2 Z=34  SE-75     bl:6     ln:6    
    353) Area:2 Z=34  SE-76     bl:129   ln:352  
    354) Area:2 Z=34  SE-77     bl:80    ln:187  
    355) Area:2 Z=34  SE-78     bl:108   ln:304  
    356) Area:2 Z=34  SE-79     bl:23    ln:29   
    357) Area:2 Z=34  SE-80     bl:134   ln:346  
    358) Area:2 Z=34  SE-81     bl:6     ln:8    
    359) Area:2 Z=34  SE-82     bl:73    ln:227  
    360) Area:2 Z=34  SE-83     bl:3     ln:3    
    361) Area:2 Z=34  SE-87     bl:1     ln:1    
    362) Area:2 Z=34  SE-88     bl:1     ln:1    
    363) Area:2 Z=34  SE-89     bl:2     ln:4    
    364) Area:2 Z=34  SE-90     bl:2     ln:4    
    365) Area:2 Z=34  SE-CMP    bl:4     ln:4    
    366) Area:2 Z=35  BR-0      bl:60    ln:172  
    367) Area:2 Z=35  BR-76     bl:2     ln:10   
    368) Area:2 Z=35  BR-79     bl:120   ln:273  
    369) Area:2 Z=35  BR-80     bl:9     ln:11   
    370) Area:2 Z=35  BR-81     bl:132   ln:286  
    371) Area:2 Z=35  BR-82     bl:8     ln:10   
    372) Area:2 Z=35  BR-85     bl:3     ln:3    
    373) Area:2 Z=35  BR-87     bl:1     ln:1    
    374) Area:2 Z=35  BR-88     bl:1     ln:1    
    375) Area:2 Z=35  BR-89     bl:1     ln:1    
    376) Area:2 Z=35  BR-94     bl:1     ln:2    
    377) Area:2 Z=35  BR-95     bl:2     ln:4    
    378) Area:2 Z=35  BR-CMP    bl:1     ln:1    
    379) Area:2 Z=36  KR-0      bl:37    ln:102  
    380) Area:2 Z=36  KR-78     bl:37    ln:71   
    381) Area:2 Z=36  KR-79     bl:9     ln:12   
    382) Area:2 Z=36  KR-80     bl:38    ln:71   
    383) Area:2 Z=36  KR-81     bl:11    ln:14   
    384) Area:2 Z=36  KR-82     bl:48    ln:86   
    385) Area:2 Z=36  KR-83     bl:38    ln:68   
    386) Area:2 Z=36  KR-84     bl:62    ln:119  
    387) Area:2 Z=36  KR-85     bl:21    ln:27   
    388) Area:2 Z=36  KR-86     bl:54    ln:104  
    389) Area:2 Z=36  KR-87     bl:1     ln:1    
    390) Area:2 Z=36  KR-89     bl:1     ln:1    
    391) Area:2 Z=36  KR-90     bl:1     ln:1    
    392) Area:2 Z=36  KR-91     bl:1     ln:1    
    393) Area:2 Z=36  KR-95     bl:1     ln:2    
    394) Area:2 Z=36  KR-96     bl:2     ln:4    
    395) Area:2 Z=36  KR-97     bl:2     ln:4    
    396) Area:2 Z=36  KR-98     bl:1     ln:2    
    397) Area:2 Z=37  RB-0      bl:41    ln:105  
    398) Area:2 Z=37  RB-100    bl:1     ln:2    
    399) Area:2 Z=37  RB-83     bl:2     ln:4    
    400) Area:2 Z=37  RB-84     bl:5     ln:14   
    401) Area:2 Z=37  RB-85     bl:150   ln:303  
    402) Area:2 Z=37  RB-86     bl:13    ln:19   
    403) Area:2 Z=37  RB-87     bl:117   ln:237  
    404) Area:2 Z=37  RB-88     bl:1     ln:1    
    405) Area:2 Z=37  RB-91     bl:1     ln:1    
    406) Area:2 Z=37  RB-92     bl:1     ln:1    
    407) Area:2 Z=37  RB-93     bl:1     ln:1    
    408) Area:2 Z=37  RB-94     bl:1     ln:1    
    409) Area:2 Z=37  RB-97     bl:3     ln:6    
    410) Area:2 Z=37  RB-98     bl:1     ln:2    
    411) Area:2 Z=37  RB-99     bl:1     ln:2    
    412) Area:2 Z=37  RB-CMP    bl:5     ln:5    
    413) Area:2 Z=38  SR-0      bl:53    ln:126  
    414) Area:2 Z=38  SR-100    bl:4     ln:8    
    415) Area:2 Z=38  SR-101    bl:2     ln:4    
    416) Area:2 Z=38  SR-102    bl:2     ln:4    
    417) Area:2 Z=38  SR-84     bl:52    ln:130  
    418) Area:2 Z=38  SR-85     bl:3     ln:4    
    419) Area:2 Z=38  SR-86     bl:82    ln:202  
    420) Area:2 Z=38  SR-87     bl:50    ln:99   
    421) Area:2 Z=38  SR-88     bl:109   ln:227  
    422) Area:2 Z=38  SR-89     bl:16    ln:23   
    423) Area:2 Z=38  SR-90     bl:39    ln:102  
    424) Area:2 Z=38  SR-91     bl:4     ln:6    
    425) Area:2 Z=38  SR-92     bl:1     ln:2    
    426) Area:2 Z=38  SR-93     bl:1     ln:1    
    427) Area:2 Z=38  SR-94     bl:2     ln:3    
    428) Area:2 Z=38  SR-95     bl:1     ln:1    
    429) Area:2 Z=38  SR-96     bl:2     ln:3    
    430) Area:2 Z=38  SR-97     bl:1     ln:1    
    431) Area:2 Z=38  SR-CMP    bl:4     ln:5    
    432) Area:2 Z=39  Y-102     bl:2     ln:4    
    433) Area:2 Z=39  Y-103     bl:2     ln:4    
    434) Area:2 Z=39  Y-87      bl:1     ln:1    
    435) Area:2 Z=39  Y-88      bl:3     ln:3    
    436) Area:2 Z=39  Y-89      bl:347   ln:883  
    437) Area:2 Z=39  Y-90      bl:13    ln:18   
    438) Area:2 Z=39  Y-91      bl:14    ln:20   
    439) Area:2 Z=39  Y-93      bl:2     ln:3    
    440) Area:2 Z=39  Y-95      bl:1     ln:1    
    441) Area:2 Z=39  Y-96      bl:1     ln:1    
    442) Area:2 Z=39  Y-97      bl:1     ln:1    
    443) Area:2 Z=39  Y-99      bl:1     ln:1    
    444) Area:2 Z=39  Y-CMP     bl:9     ln:9    
    445) Area:2 Z=40  ZR-0      bl:159   ln:428  
    446) Area:2 Z=40  ZR-100    bl:1     ln:1    
    447) Area:2 Z=40  ZR-101    bl:1     ln:1    
    448) Area:2 Z=40  ZR-102    bl:1     ln:1    
    449) Area:2 Z=40  ZR-103    bl:1     ln:1    
    450) Area:2 Z=40  ZR-109    bl:1     ln:2    
    451) Area:2 Z=40  ZR-89     bl:2     ln:3    
    452) Area:2 Z=40  ZR-90     bl:393   ln:997  
    453) Area:2 Z=40  ZR-91     bl:141   ln:405  
    454) Area:2 Z=40  ZR-92     bl:139   ln:322  
    455) Area:2 Z=40  ZR-93     bl:57    ln:100  
    456) Area:2 Z=40  ZR-94     bl:149   ln:321  
    457) Area:2 Z=40  ZR-95     bl:19    ln:29   
    458) Area:2 Z=40  ZR-96     bl:138   ln:347  
    459) Area:2 Z=40  ZR-97     bl:5     ln:7    
    460) Area:2 Z=40  ZR-98     bl:1     ln:1    
    461) Area:2 Z=40  ZR-99     bl:1     ln:1    
    462) Area:2 Z=40  ZR-ALY    bl:1     ln:3    
    463) Area:2 Z=40  ZR-HYD    bl:33    ln:58   
    464) Area:2 Z=40  ZR-OXI    bl:1     ln:4    
    465) Area:2 Z=41  NB-101    bl:1     ln:1    
    466) Area:2 Z=41  NB-102    bl:1     ln:1    
    467) Area:2 Z=41  NB-103    bl:1     ln:1    
    468) Area:2 Z=41  NB-104    bl:1     ln:1    
    469) Area:2 Z=41  NB-109    bl:1     ln:2    
    470) Area:2 Z=41  NB-110    bl:2     ln:4    
    471) Area:2 Z=41  NB-111    bl:2     ln:4    
    472) Area:2 Z=41  NB-92     bl:6     ln:6    
    473) Area:2 Z=41  NB-93     bl:743   ln:1709 
    474) Area:2 Z=41  NB-94     bl:19    ln:32   
    475) Area:2 Z=41  NB-95     bl:19    ln:30   
    476) Area:2 Z=41  NB-99     bl:1     ln:1    
    477) Area:2 Z=41  NB-CMP    bl:6     ln:7    
    478) Area:2 Z=42  MO-0      bl:249   ln:628  
